Perguntas,Alternativas,Resposta,Ano
"Constituem contravenções penais previstas no Decreto-Lei nº 3.688/1941:I. Mendigar, por ociosidade ou cupidez.II. Praticar vias de fato contra alguém.III. Servir bebidas alcoólicas a criança ou adolescente.IV. Fingir-se funcionário público.Está correto o que se afirma em","a) I, II, III e IV. | b) I e III, apenas. | c) I e IV, apenas. | d) II e IV, apenas. | e) II, III e IV, apenas.",d,2017
"Um cidadão americano residente no Estado da Califórnia, onde o uso medicinal de Cannabis é permitido, vem ao Brasil para um período de férias em Santa Catarina e traz em sua bagagem uma certa quantidade da substância, conforme sua receita médica. Ao ser revistado no aeroporto é preso pelo delito de tráfico internacional de drogas. Neste caso, considerando-se que seja possível a não imputação do crime, seria possível alegar erro de",a) proibição indireto. | b) tipo permissivo. | c) proibição direto. | d) tipo. | e) subsunção.,a,2017
"A moderna teoria do domínio do fato de Claus Roxin procura solucionar alguns problemas de autoria e, expressamente, já foi adotada em nossos tribunais. Além das previsões legais sobre autoria mediata, existe a possibilidade de autoria no âmbito de uma organização. Para que esta seja configurada devem estar presentes alguns requisitos, EXCETO",a) poder efetivo de mando. | b)  fungibilidade do autor imediato. | c) desvinculação do aparato organizado do ordenamento jurídico. | d) o prévio acerto entre o comandante e os demais comandados. | e) disponibilidade consideravelmente elevada por parte do executor.,d,2017
"Praticada a infração penal, surge para o Estado o direito de aplicar a sanção cominada abstratamente na lei, como forma, tanto de retribuição ao mal causado pelo agente criminoso, como, ainda, de prevenção e intimidação, a fim de se evitar que novos delitos sejam cometidos. Diante de tal contexto, analise as proposições abaixo.I. Cominadas cumulativamente, em lei especial, penas privativa de liberdade e pecuniária, é permitido a substituição da prisão por multa.II. A legitimidade para a execução fiscal de multa pendente de pagamento imposta em sentença condenatória é exclusiva do Ministério Público.III. A reincidência penal não pode ser considerada como circunstância agravante e, simultaneamente, como circunstância judicial.IV. A imposição do regime de cumprimento mais severo, do que a pena aplicada permitir, exige motivação idônea.Está correto o que se afirma APENAS em",a) I e IV. | b) III e IV. | c) I e III. | d) II e IV. | e) II e III.,b,2017
A criminologia da reação social,a) concentra seus estudos nos processos de criminalização. | b) corresponde a uma teoria do consenso. | c) explica o comportamento criminoso como fruto de um aprendizado. | d) identificou as subculturas delinquentes. | e) explica a existência do homem criminoso pelo atavismo.,a,2017
As condições de vida no cárcere devem ser necessariamente piores do que as condições de vida dos trabalhadores livres.O princípio correspondente à assertiva acima é,a) profecia autorrealizável. | b) mark system. | c) panoptismo. | d) cifra negra. | e) less eligibity.,e,2017
"Maurício, funcionário do gabinete do Vereador Tício em um determinado município paulista, ocupante de cargo em comissão,recebe a quantia em dinheiro público de R$ 2.000,00 para custear uma viagem na qual representaria o Vereador Tício em umencontro nacional marcado para a cidade de Brasília. Contudo, Maurício se apropria do numerário e não comparece aocompromisso oficial, viajando para o Estado de Mato Grosso do Sul com a família, passando alguns dias em um hotel na cidadede Bonito. Maurício cometeu, no caso hipotético apresentado, crime de","a) corrupção passiva, sujeito à pena de reclusão de dois a doze anos, e multa, aumentada da terça parte por ser ocupante de cargo em comissão. | b) corrupção passiva, sujeito à pena de reclusão de dois a doze anos, e multa, sem qualquer majoração. | c) peculato, sujeito à pena de reclusão de dois a doze anos, e multa, sem qualquer majoração. | d) peculato, sujeito à pena de reclusão de dois a doze anos, e multa, aumentada da terça parte por ser ocupante de cargo em comissão. | e) prevaricação, sujeito à pena de detenção de 3 meses a 1 ano.",d,2017
"O instrumento pelo qual uma pessoa recebe de outra(s) poderes para, em seu nome, praticar atos ou administrar bens é",a) a caução. | b) o protocolo de intenções. | c) o mandado de injunção. | d) a procuração. | e) o contrato social.,d,2017
"Paulo, quando tinha 20 anos de idade, após ser abordado em uma blitz da polícia rodoviária federal na Rodovia Presidente
Dutra, no dia 1 de Junho de 2010, oferece R$ 1.000,00, em dinheiro, para o policial responsável pela abordagem para não ser
autuado por excesso de velocidade. Paulo é conduzido ao Distrito Policial, preso em flagrante, e acaba beneficiado pela Justiça
sendo colocado em liberdade após pagamento de fiança. Encerrado o inquérito Policial, a denúncia em desfavor de Paulo, pelo
crime de corrupção ativa, é recebida no dia 15 de Julho de 2014 . O processo tramita regularmente e Paulo é condenado a
cumprir pena de 2 anos de reclusão, em regime inicial aberto, por sentença publicada em 14 de Agosto de 2016 . A sentença
transita em julgado. Ricardo, advogado de Paulo, postula ao Magistrado competente para a execução da sentença o
reconhecimento da prescrição. Neste caso, de acordo com o Código Penal, a prescrição da pretensão punitiva estatal ocorre em","a) 8 anos e a pena cominada ao réu, Paulo, não está prescrita, cabendo a ele cumprir regularmente sua pena. | b) 4 anos e a pena cominada ao réu, Paulo, não está prescrita, cabendo a ele cumprir regularmente sua pena. | c) 3 anos e a pena cominada ao réu, Paulo, está prescrita em decorrência do decurso do prazo superior a 3 anos entre a data do crime e do recebimento da denúncia. | d) 4 anos e a pena cominada ao réu, Paulo, está prescrita em decorrência do decurso do prazo entre a data do crime e do recebimento da denúncia. | e) 2 anos e a pena cominada ao réu, Paulo, está prescrita em decorrência do decurso do prazo entre a data do recebimento da denúncia e a publicação da sentença condenatória.",e,2017
A política criminal atuarial,a) baseia-se na função de prevenção especial positiva da pena. | b) incentiva as práticas de liberdade condicional supervisionada (parole boards) . | c) indica que os presos devem ser organizados de acordo com seu nível de risco. | d) pauta-se na tentativa de compreensão das causas do crime. | e) é contrária à inocuização dos indivíduos perigosos.,c,2017
"Elvira foi condenada pelo Juízo da 7ª Vara Criminal de Curitiba/PR, em 21/01/2016, à pena de três anos de reclusão, em regime inicial aberto, pelo crime de porte de arma de uso restrito ocorrido em 18/04/2015. Em 01/12/2015, Elvira foi presa em flagrante pelo crime de roubo majorado. Ela ficou custodiada por ordem do juízo da 1ª Vara Criminal de Curitiba/PR até 10/02/2016, data em que foi absolvida pelo roubo.Considerando o caso concreto, em relação ao direito à detração penal, Elvira","a) tem direito à detração porque o crime pelo qual foi condenada ocorreu antes da sua prisão provisória. | b) não tem direito à detração porque o crime por qual foi condenada ocorreu antes da sua prisão provisória. | c) não tem direito à detração porque a condenação ocorreu depois de sua prisão em flagrante. | d) não tem direito à detração porque se trata de processos distintos, não podendo ser computado o período de prisão provisória do segundo feito no cumprimento da pena. | e) tem direito à detração porque a condenação ocorreu depois de sua prisão em flagrante.",a,2017
"Nas infrações contra a dignidade sexual:I. Induzir ou atrair alguém à prostituição ou outra forma de exploração sexual, facilitá-la, impedir ou dificultar que alguém a abandone é crime punido com detenção.II. O estupro de vulnerável é descrito como ter conjunção carnal ou praticar outro ato libidinoso com menor de 16 anos.III. A pena é aumentada de quarta parte se o crime é cometido com o concurso de 2 ou mais pessoas.IV. A pena é aumentada de metade, se o agente é ascendente, padrasto ou madrasta, tio, irmão, cônjuge, companheiro, tutor, curador, preceptor ou empregador da vítima ou por qualquer outro título tem autoridade sobre ela.Está correto o que se afirma APENAS em",a) I e II. | b) II e III. | c) I e IV. | d) III. | e) III e IV.,e,2017
"João decide agredir fisicamente Pedro, seu desafeto, provocando-lhe vários ferimentos. Porém, durante a luta corporal, João resolve matar Pedro, realizando um disparo de arma de fogo contra a vítima, sem contudo, conseguir atingi-lo. A polícia é acionada, separando os contendores. Diante do caso hipotético, João responderá",a) apenas por lesões corporais. | b) apenas por tentativa de homicídio. | c) por rixa e disparo de arma de fogo. | d) por lesões corporais consumadas e disparo de arma de fogo. | e) por lesões corporais consumadas e homicídio tentado.,b,2017
Quanto à aplicação da pena,"a) na condenação pelo tráfico, entende o Supremo Tribunal Federal que a maior quantidade de drogas pode incrementar a pena-base, sem prejuízo de adiante igualmente fundamentar o indeferimento do redutor legal específico de pena disposto para a situação do chamado tráfico privilegiado (artigo 33, § 4°, da Lei nº 11.343/2006) . | b) entendem o Supremo Tribunal Federal e o Superior Tribunal de Justiça ser impossível aplicar a substituição da pena privativa de liberdade por penas restritivas de direitos em condenações por tráfico de drogas. | c) em condenação por crime cometido com violência doméstica, em princípio é cabível aplicar a multa isolada quando a pena final for de até seis meses de detenção e desde que satisfeitos os demais pressupostos e requisitos legais para a substituição. | d) não há reincidência quando o agente pratica uma contravenção depois de transitar em julgado uma sentença que, no Brasil, o tenha definitivamente condenado por um crime, mas, diversamente, verifica-se, no entanto, a reincidência quando o agente pratica um crime depois de passar em julgado uma sentença que, no Brasil, o tenha condenado por uma contravenção. | e) segundo o Superior Tribunal de Justiça, praticando um roubo com adolescente inimputável desde antes já moralmente corrompido, o agente poderá ser condenado em concurso de crimes.",e,2017
"Nos termos do § 8º do art. 226 da Constituição Federal, da Convenção sobre a Eliminação de Todas as Formas de Discriminação contra as Mulheres e da Convenção Interamericana para Prevenir, Punir e Erradicar a Violência contra a Mulher, foi aprovada, em 2006, a Lei nº 11.340/06 (Lei Maria da Penha), que trata de mecanismos para coibir a violência doméstica e familiar contra a mulher. De acordo com a referida lei,","a) as agressões praticadas por irmão contra irmã não se incluem dentre àquelas disciplinadas pela Lei Maria da Penha. | b) as agressões praticadas com violência doméstica contra a mulher devem observar o disposto na Lei nº 9.099/95 (Lei dos Juizados Especiais Civis e Criminais)  quando a pena máxima prevista não for superior a 2 anos. | c) configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral ou patrimonial, independentemente da orientação sexual da ofendida. | d) é permitida a aplicação, nos casos de violência doméstica e familiar contra a mulher, de penas de cesta básica ou outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. | e) poderá o juiz, quando necessário, sem prejuízo de outras medidas, determinar o afastamento da ofendida do lar, sem prejuízo dos direitos relativos a bens, guarda dos filhos e alimentos, determinando, de ofício, o rompimento legal do vínculo de matrimônio entre os cônjuges.",c,2017
"Patrícia, ao visitar seu companheiro Jorge, que cumpre pena em regime fechado pela prática de crime de roubo, tenta ingressar no estabelecimento prisional trazendo consigo um aparelho de telefone celular que seria entregue a Jorge, ocasião em que é surpreendida pelos agentes penitenciários no momento da revista. Considerando a situação hipotética,","a) o fato praticado por Patrícia é atípico. | b) Patrícia não praticou qualquer crime. | c) Patrícia não praticou qualquer crime. Jorge, contudo, praticou falta grave prevista na Lei de Execuções Penais. | d) Patrícia, embora tenha praticado fato típico, previsto no Código Penal, por ser companheira de Jorge, é isenta de pena. | e) o fato praticado por Patrícia é crime punido com detenção.",e,2017
"Frederico, com o intuito de receber o valor do seguro, escondeu um automóvel de sua propriedade e lavrou um boletim de ocorrência afirmando que havia sido furtado. Tempos depois, Frederico veio a receber o valor pelo sinistro. Nessa situação hipotética, o crime praticado por Frederico é tipificado como",a) fraude para recebimento indenização ou valor de seguro. | b) exercício arbitrário das próprias razões. | c) apropriação indébita. | d) fraude no comércio. | e) furto qualificado.,a,2017
"“A"" praticou o crime de tráfico de drogas (art. 33 da Lei nº 11.343/06) depois de haver sido condenado, com trânsito em julgado, pelo delito previsto no artigo 28 do mesmo estatuto. Na sentença, a condenação anterior","a) não poderá ser considerada para fins de reincidência, porquanto tal delito não possui cominada a pena de prisão. | b) poderá ser considerada para fins de reincidência, mesmo não tendo o réu recebido pena privativa de liberdade. | c) somente poderá ser considerada como maus antecedentes. | d) não poderá gerar qualquer efeito por não ser crime nos termos da lei de introdução ao código penal. | e) somente poderá ser considerada como circunstância judicial na primeira fase do cálculo da pena.",b,2017
"Acerca da concessão da reabilitação, considere:I. Ter domicílio no país pelo prazo de quatro anos.II. No cômputo do prazo de sursis não ter havido revogação.III. Ter demonstrado efetiva e constantemente bom comportamento público e privado.IV. Condenação a pena superior a dois anos, no caso de pena privativa de liberdade.V. Ter ressarcido o dano causado ou demonstrado a impossibilidade absoluta de fazê-lo.Está correto o que se afirma APENAS em","a) III e IV. | b) I, II, III e V. | c) II, III, IV e V. | d) II, III e V. | e) I, II e IV.",d,2017
O princípio da intervenção mínima no Direito Penal encontra reflexo,a) no princípio da fragmentariedade e na teoria da imputação objetiva. | b) no princípio da subsidiariedade e na teoria da imputação objetiva. | c) nos princípios da subsidiariedade e da fragmentariedade. | d) no princípio da fragmentariedade e na proposta funcionalista sistêmica. | e) na teoria da imputação objetiva e na proposta funcionalista sistêmica,c,2017
NÃO é contravenção penal:,a) Importunação ofensiva ao pudor. | b) Mendicância. | c) Exercício ilegal da profissão. | d) Jogo do bicho. | e) Vadiagem.,b,2017
"Sobre os crimes em espécie, é correto afirmar:","a) Segundo posição do Supremo Tribunal Federal, os crimes de estupro e atentado violento ao pudor, mesmo que cometidos antes da edição da Lei nº 12.015/2009, são considerados hediondos, ainda que praticados na forma simples. | b) A escusa relativa prevista nas disposições gerais dos crimes contra o patrimônio extingue a punibilidade do sujeito ativo do crime. | c) A extorsão é crime formal e se consuma quando o sujeito ativo recebe a vantagem exigida. | d) A receptação na modalidade imprópria admite tentativa. | e) O art. 28 da Lei nº 10.826/2003 veda, em qualquer hipótese, ao menor de 25 anos, a aquisição de arma de fogo.",a,2017
A coação moral irresistível,a) torna o fato atípico. | b) é causa excludente de ilicitude. | c) é circunstância que sempre atenua a pena. | d) tem o mesmo tratamento legal da coação física irresistível. | e) é causa de isenção da pena.,e,2017
"No concurso de crimes, cuidando-se de infrações de espécies diversas cometidos por condutas distintas, ambas com violência física real, dos institutos legais abaixo em princípio pode-se postular em favor do imputado",a) concurso formal heterogêneo. | b) concurso formal impróprio. | c) crime continuado genérico. | d) crime continuado específico. | e) prescrição isoladamente considerada.,e,2017
"Em relação à colaboração premiada, prevista na Lei nº 12.850/2013, é correto afirmar:","a) Para a concessão do benefício da colaboração, consistente na redução da pena em até 2/3, o juiz levará em conta a eficácia da colaboração e não a personalidade do colaborador. | b) O Ministério Público poderá deixar de oferecer denúncia contra o colaborador líder da organização criminosa. | c) O processo relativo ao colaborador poderá ser suspenso por até 6 meses, improrrogáveis, até que sejam cumpridas as medidas de colaboração, suspendendo-se também o respectivo prazo prescricional. | d) Se a colaboração for posterior à sentença, a pena poderá ser reduzida até a metade ou será admitida a progressão de regime ainda que ausentes os requisitos objetivos. | e) O juiz participará das negociações realizadas entre as partes para a formalização do acordo de colaboração e poderá recusar homologação à proposta que não atender aos requisitos legais.",d,2017
"De acordo com a Lei Antidrogas, Lei nº 11.343/06:","a)  Prescrever ou ministrar, culposamente, drogas, sem que delas necessite o paciente, ou fazê-lo em doses excessivas ou em desacordo com determinação legal ou regulamentar, é crime punido com detenção. | b) Oferecer droga, eventualmente e sem objetivo de lucro, a pessoa de seu relacionamento, para juntos consumirem, não é crime previsto no ordenamento jurídico brasileiro. | c) Para determinar se a droga destinava-se a consumo pessoal, o médico atenderá à natureza e à quantidade da substância apreendida, ao local e às condições em que se desenvolveu a ação, às circunstâncias sociais e pessoais, bem como à conduta e aos antecedentes do agente. | d) O usuário e o dependente de drogas que, em razão da prática de infração penal, estiverem cumprindo pena privativa de liberdade ou submetidos a medida de segurança, perderá os serviços de atenção à sua saúde, definidos pelo respectivo sistema penitenciário. | e) Não é mais crime quem adquire ou traz consigo drogas para uso pessoal.",a,2017
"Com base no texto da Lei nº 9.605/1998, considere:I. É circunstância que agrava a pena dos delitos ambientais, quando não constitui ou qualifica o crime ter o agente cometido a infração facilitada por funcionário público no exercício de suas funções.II. No caso de guarda doméstica de espécie silvestre não considerada ameaçada de extinção, pode o juiz, considerando as circunstâncias, deixar de aplicar a pena.III. Pescar mediante a utilização de explosivos ou substâncias que, em contato com a água, produzam efeito semelhante é crime punido com detenção.IV. Destruir ou danificar floresta considerada de preservação permanente, mesmo que em formação, ou utilizá-la com infringência das normas de proteção é crime punido com reclusão.Está correto o que se afirma APENAS em",a) II e III. | b) I e II. | c) I e IV. | d) II e IV. | e) III e IV.,b,2017
"Sobre os crimes previstos no estatuto do desarmamento (Lei Federal nº 10.826/2003), considere:I. Podem portar arma de fogo os integrantes das Guardas Municipais das capitais dos Estados e dos Municípios com mais de 30.000 habitantes.II. Incorre nas mesmas penas previstas para o crime de posse ou porte ilegal de arma de fogo de uso restrito quem adulterar, de qualquer forma, munição.III. Nos crimes de comércio ilegal e de tráfico internacional de arma de fogo, a pena é aumentada da metade se a arma de fogo, acessório ou munição forem de uso proibido ou restrito.IV. Deixar o proprietário ou diretor responsável de empresa de segurança e transporte de valores de registrar ocorrência policial e de comunicar à Polícia Federal perda, furto, roubo ou outras formas de extravio de arma de fogo, acessório ou munição que estejam sob sua guarda, nas primeiras 24 horas depois de ocorrido o fato, é crime punido com reclusão.Está correto o que se afirma APENAS em",a) I e IV. | b) I e III. | c) II e IV. | d) II e III. | e) III e IV.,d,2017
"De acordo com os dispositivos da parte geral do Código Penal, é correto afirmar:","a) Na hipótese de abolitio criminis a reincidência permanece como efeito secundário da prática do crime. | b) O território nacional estende-se a embarcações e aeronaves brasileira de natureza pública, desde que se encontrem no espaço aéreo brasileiro ou em alto-mar. | c) Crimes à distância são aqueles em que a ação ou omissão ocorre em um país e o resultado, em outro. | d) O desconhecimento da lei é inescusável. O erro sobre a ilicitude do fato, se evitável, isenta de pena; se inevitável, poderá diminuí-la de um sexto a um terço. | e) É isento de pena o agente que pratica crime sem violência ou grave ameaça à pessoa, desde que, voluntariamente, repare o dano ou restitua a coisa, até o recebimento da denúncia ou da queixa.",c,2017
"No crime de estelionato contra a previdência social, a devolução da vantagem indevida antes do recebimento da denúncia,","a) segundo o STJ, pode ser considerada analogicamente ao pagamento do tributo nos crime tributários e significará a extinção da punibilidade. | b) segundo o STF, pode ser considerada analogicamente à condição prevista na súmula 554 e obstar a ação penal. | c) segundo o STF, pode ser considerada como falta de justa causa, sem prejuízo da persecução administrativo-fiscal para a cobrança de eventuais juros e multa. | d) não tem qualquer repercussão na esfera penal por ter o delito em questão natureza previdenciária e expressa previsão legal neste sentido. | e) somente pode ser considerado como arrependimento posterior.",e,2017
"Sobre a suspensão condicional da pena, é correto afirmar:","a) Nos crimes previstos na Lei ambiental nº 9.605/98, a suspensão poderá ser aplicada em condenação a pena privativa de liberdade não superior a quatro anos. | b) No primeiro ano do prazo, deverá o condenado cumprir uma das penas alternativas previstas no artigo 44 do Código Penal. | c) A execução da pena privativa de liberdade, não superior a quatro anos, poderá ser suspensa, por quatro a seis anos, desde que o condenado seja maior de sessenta anos de idade. | d) É causa de revogação obrigatória a condenação por crime doloso e culposo. | e) É causa de revogação obrigatória a frustração da execução de pena de multa, embora solvente.",e,2017
"Conforme a redação do Código Penal,","a) configurada a tentativa, pela falta de completude do injusto, a pena sempre deverá ser reduzida de um a dois terços. | b) o crime impossível é tentativa impunível. | c) a desistência voluntária permite a interrupção do nexo causal sem a consideração da vontade. | d) o arrependimento eficaz, quando pleno, exclui a pena, e quando parcial permite a redução de um a dois terços. | e) pelo resultado que agrava especialmente a pena, só responde o agente que o houver causado dolosamente.",b,2017
"Em Atenas, na Antiguidade, retirar a própria vida era visto como uma injustiça contra a comunidade, sendo vedadas ao suicida as honras fúnebres, bem como a sepultura regular. Na Roma antiga, por sua vez, aquele que pretendesse se matar, deveria submeter seus motivos ao Senado que, então, decidiria se eram ou não aceitáveis. No Brasil, segundo o Direito Penal atual, o suicídio","a) é crime contra a pessoa, previsto na parte especial do Código Penal, com pena de reclusão, de 2 a 6 anos, se o agente vier a sobreviver. | b) somente é punível o induzimento, a instigação e o auxílio a suicídio, ainda que da tentativa resulte apenas lesão corporal de natureza leve. | c) somente é punível se praticado mediante o uso de explosivo. | d) não tem qualquer relevância penal para seu autor. | e) somente é punível se o suicida deixar herdeiros menores ou incapazes.",d,2017
