Perguntas,Alternativas,Resposta,Ano
"Irany, que trabalha como motorista de táxi, cumpre pena em regime aberto. Neste caso,","a) os horários do trabalho de Irany não precisam ser levados em consideração na fixação das condições do regime. | b) o exercício do trabalho lícito, devidamente comprovado, garante a Irany o direito à remição, ainda que seja como trabalhadora autônoma. | c) há hipóteses legais em que Irany pode ser dispensada da comprovação do exercício do trabalho. | d) pode ser-lhe imposta como condição especial a prestação de serviço comunitário. | e) cumprindo pena na modalidade domiciliar, Irany não depende de autorização judicial para se ausentar da cidade onde reside.",c,2017
"Taís foi condenada à pena de cinco anos e quatro meses de reclusão, em regime inicial semiaberto, pela prática de roubo majorado, tendo progredido ao regime aberto. No curso da execução, porém, foi novamente presa em flagrante pela prática, em tese, do crime de furto simples. Em razão disso, foi regredida ao regime fechado, sendo determinada, ainda, a alteração da data-base para o reconhecimento do direito à progressão de regime e do direito ao livramento condicional.Considerando o caso concreto e o entendimento jurisprudencial predominante, é","a) lícito o julgamento procedente do incidente disciplinar de falta grave sem prévia oitiva do sentenciado se a falta grave consistir na suspeita da prática de novo crime, já com denúncia recebida pelo juízo criminal. | b) lícita a alteração da data-base para o cálculo do livramento condicional e da progressão de regime se julgado procedente o incidente disciplinar de falta grave. | c) ilícita a alteração da data-base para o cálculo do livramento condicional, mesmo que reconhecida a prática de falta grave. | d) ilícita a alteração da data-base para o cálculo da progressão de regime quando a falta grave corresponde à suspeita da prática de novo crime. | e) ilícita a regressão cautelar de regime sem a realização de audiência de justificativa.",c,2017
"Em relação à insanidade mental do acusado,","a) o rito de insanidade mental será processado nos autos principais. | b) o juiz nomeará curador ao acusado, quando determinar o exame, sem estabelecer a suspensão do processo, se já iniciada a ação penal. | c) o exame não poderá ser ordenado na fase do inquérito policial. | d) a suspensão processual continua até que o acusado se restabeleça, se a doença mental sobrevier à infração. | e) o exame não durará mais de trinta dias, salvo se os peritos demonstrarem a necessidade de maior prazo.",d,2017
"Sobre a competência no processo penal, é correto afirmar:","a) Será determinada, de regra, pelo lugar do primeiro ato de execução criminosa. | b) O direito brasileiro desconhece a figura da competência pelo domicílio ou residência do réu, pois regula-se pelo lugar do crime. | c) A competência será determinada pela continência quando duas pessoas forem acusadas pelo mesmo crime. | d) Apenas os crimes dolosos contra a vida podem ser julgados pelo Tribunal do Júri. | e) Se na mesma circunscrição judiciária houver mais de um juiz igualmente competente para determinado crime, prevalece o critério da antiguidade na carreira.",c,2017
"Manoel está cumprindo pena em penitenciária paulista de segurança máxima, na cidade de Presidente Bernardes, após ser
condenado por quatro crimes de homicídio. Na cidade e comarca de São Paulo é instaurada uma nova ação penal contra
Manoel por crime de coação no curso do processo. Havendo fundada suspeita de que o réu, Manoel, integra organização
criminosa e que poderá fugir durante o deslocamento entre as cidades de Presidente Bernardes e São Paulo, o Magistrado
competente, por decisão fundamentada, e em caráter excepcional, assegurando ao réu a entrevista prévia com seu advogado e
o acompanhamento da audiência una de instrução, poderá,","a) de ofício, ou, a requerimento das partes, realizar o interrogatório de Manoel por sistema de videoconferência, intimando as partes com, pelo menos, 10 dias de antecedência. | b) se houver requerimento das partes, apenas, realizar o interrogatório de Manoel por sistema de videoconferência, intimando as partes com, pelo menos, 10 dias de antecedência. | c) de ofício, ou, a requerimento das partes, realizar o interrogatório de Manoel por sistema de videoconferência, intimando as partes com, pelo menos, 5 dias de antecedência. | d) se houver requerimento das partes, apenas, realizar o interrogatório de Manoel por sistema de videoconferência, intimando as partes com, pelo menos, 5 dias de antecedência. | e) de ofício, ou, a requerimento das partes, realizar o interrogatório de Manoel por sistema de videoconferência, intimando as partes com, pelo menos, 7 dias de antecedência.",a,2017
"No instituto da representação,","a) a renúncia à representação é vedada no âmbito no Juizado de Violência Doméstica e Familiar contra a Mulher. | b) a autoridade policial tem autonomia para instaurar inquérito policial mesmo na ausência de representação da vítima, nos crimes em que a ação pública dela depender. | c) a representação tem caráter personalíssimo, de modo que a morte do ofendido implica na imediata extinção da punibilidade do autor do fato criminoso. | d) o direito de representação poderá ser exercido, pessoalmente ou por procurador com poderes especiais, mediante declaração à autoridade policial. | e) a retratação da representação pode ser feita a qualquer tempo, dado o caráter disponível do direito envolvido.",d,2017
"Em relação ao chamado tráfico privilegiado, previsto no artigo 33, § 4°, da Lei nº 11.343/2006, considerando-se também o entendimento dos Tribunais Superiores, é correto afirmar que",a) não admite a conversão da pena privativa de liberdade em restritiva de direitos. | b) não admite suspensão condicional do processo. | c) admite transação penal. | d) não admite fiança. | e) exige cumprimento da pena em regime inicial fechado.,b,2017
"Sobre os Juizados Especiais Criminais, é correto afirmar que","a) é possível a composição civil dos danos em audiência preliminar, que acarreta a renúncia ao direito de queixa. | b) a transação penal independe de apreciação judicial. | c) da decisão que rejeitar a denúncia caberá recurso em sentido estrito. | d) nas infrações de menor potencial ofensivo o inquérito policial deve ser concluído em 20 dias. | e) têm competência para julgamento das infrações penais de menor potencial ofensivo, entendidas como os crime cuja pena mínima seja igual ou inferior a 1 ano.",a,2017
"A sentença penal condenatória foi proferida por juiz de direito que, posteriormente, foi promovido ao Tribunal de Justiça e, como desembargador, não pode participar do julgamento da apelação interposta pelo condenado. A razão processual de tal vedação é:","a) Suspeição, em razão de foro íntimo. | b) Suspeição, por haver julgado a causa em outra instância. | c) Impedimento, por haver julgado a causa em outra instância. | d) Incompetência, por haver julgado a causa em outra instância. | e) Perda de imparcialidade por haver julgado a causa em outra instância, mas não havia vedação processual para participar do julgamento.",c,2017
"Nas ações penais de competência originária do Supremo Tribunal Federal, estabelece a Lei nº 8.038/90:Art. 7º - Recebida a denúncia ou a queixa, o relator designará dia e hora para o interrogatório, mandando citar o acusado ou querelado e intimar o órgão do Ministério Público, bem como o querelante ou o assistente, se for o caso.No que tange ao interrogatório do acusado,","a) deve ser o ato derradeiro da instrução penal, nos termos do art. 400, do Código de Processo Penal, exceto quanto às ações penais onde o interrogatório tenha ocorrido antes da reforma de 2008. | b) será sempre o ato derradeiro da instrução penal, nos termos do art. 400, do Código de Processo Penal, pois mais favorável à defesa do acusado. | c) prevalecerá a regra procedimental da Lei nº 8.038/90 (art. 7º) , em detrimento da regra geral e subsidiária do Código de Processo Penal. | d) é irrelevante a ordem da realização do interrogatório, pois o acusado não está obrigado a responder às indagações do relator. | e) o Plenário do Supremo Tribunal Federal não tem posição pacífica sobre o tema, prevalecendo ora a regra da Lei nº 8.038/90, ora a regra do art. 400, do Código de Processo Penal.",a,2017
Da decisão que indeferir prisão preventiva caberá,a) correição parcial. | b) carta testemunhável. | c) agravo em execução. | d) habeas corpus. | e) recurso em sentido estrito.,e,2017
O recurso cabível da decisão que indeferir o pedido de restituição de coisa apreendida é,a) Mandado de Segurança. | b) recurso em sentido estrito. | c) correição parcial. | d) agravo em execução. | e) apelação.,e,2017
"Considerando a Lei de Execução Penal e a jurisprudência dos tribunais superiores sobre a remição, é correto afirmar:",a) O trabalho do preso cautelar não pode ser computado para fins de remição. | b) É impossível a cumulação da remição por estudo e por trabalho. | c) O trabalho intramuros é o único passível de remição. | d) Não há previsão legal de remição para o sentenciado em regime aberto. | e) O aproveitamento escolar insatisfatório não impede a remição por estudo.,e,2017
"O exame médico-legal, determinado pelo juiz para esclarecer dúvida sobre a integridade mental do autor do crime, poderá ser realizado",a) somente na fase da ação penal. | b) ainda na fase do inquérito policial. | c) apenas em casos excepcionais e quando houver requerimento do Ministério Público ou da defesa. | d) enquanto não transitar em julgado a sentença. | e) tão somente em manicômio judiciário.,b,2017
O lapso temporal para progressão de regime em caso de crime não hediondo praticado por reincidente é de,a) 2/5 da pena. | b) 3/5 da pena. | c) 2/3 da pena. | d) 1/6 da pena. | e) 1/2 da pena.,d,2017
"Em relação às citações e intimações disciplinadas no Código de Processo Penal, e, ainda, considerando o que dispõem as Súmulas do Supremo Tribunal Federal e Superior Tribunal de Justiça acerca do tema, é correto afirmar:","a) Intimada a defesa da expedição da carta precatória, torna-se desnecessária intimação da data da audiência no juízo deprecado. | b) Se o réu estiver preso, desnecessária sua citação, bastando a requisição ao diretor do estabelecimento prisional para sua apresentação em juízo, em dia e hora previamente marcados. | c) Se o réu não for encontrado, será citado por edital, com prazo de 10 dias. | d) Se o acusado, citado por edital, não comparecer, nem constituir advogado, ficarão suspensos o processo e o curso do prazo prescricional, sendo vedado ao juiz determinar a produção antecipada de provas, ainda que urgentes, em razão do princípio do contraditório. | e) É absoluta a nulidade do processo criminal por falta de intimação da expedição de precatória para inquirição de testemunha.",a,2017
O Código de Processo Penal dispõe que no regime da prisão preventiva,a) é vedada a decretação da prisão preventiva antes do início do processo criminal. | b) a decretação da prisão preventiva como garantia da ordem pública requer indício suficiente da existência do crime. | c) a prisão preventiva decretada por conveniência da instrução criminal ou para assegurar a aplicação da lei penal possuem relação de cautelaridade com o processo penal. | d) a reincidência é irrelevante para a admissão da prisão preventiva. | e) a gravidade do delito dispensa a motivação da decisão que decreta a prisão preventiva.,c,2017
Os princípios constitucionais aplicáveis ao processo penal incluem,a) indisponibilidade. | b) verdade real. | c) razoável duração do processo. | d) identidade física do juiz. | e) favor rei.,c,2017
NÃO constitui medida protetiva de urgência prevista na Lei nº 11.340/2006 − Lei Maria da Penha,"a) a prestação de alimentos provisórios. | b) a proibição de contato com a ofendida. | c) o afastamento dos familiares da ofendida, com fixação de limite mínimo de distância. | d) a suspensão de visitas aos dependentes menores. | e) o afastamento de cargo ou função pública.",e,2017
"De acordo com entendimento dos Tribunais Superiores,","a) é cabível habeas corpus originário para o Tribunal Pleno da decisão de Turma, ou do Plenário do Supremo Tribunal Federal, proferida em habeas corpus ou no respectivo recurso. | b) é cabível habeas corpus contra decisão condenatória a pena de multa. | c) são incabíveis habeas corpus e revisão criminal quando já extinta a pena privativa de liberdade. | d) é incabível habeas corpus relativo a processo em curso por infração penal a que a pena pecuniária seja a única cominada. | e) compete originariamente ao Superior Tribunal de Justiça o julgamento de habeas corpus contra decisão de turma recursal de juizados especiais criminais.",d,2017
"O regime da fiança no Código de Processo Penal, dispõe que","a) o descumprimento de medida cautelar diversa da prisão aplicada cumulativamente com a fiança pode gerar o quebramento da fiança. | b) é vedada a aplicação da fiança em crimes cometidos com violência ou grave ameaça contra a pessoa. | c) a situação econômica da pessoa presa é irrelevante para a fixação do valor da fiança, que deve ter relação com a gravidade do crime e os antecedentes criminais. | d) a fiança será prestada em dinheiro, sendo vedada a prestação por meio de pedras preciosas. | e) a concessão de fiança é ato exclusivo da autoridade judicial, visto que implica em decisão sobre a liberdade da pessoa.",a,2017
"Surgindo no curso do processo questão prejudicial sobre a existência do crime, o juiz criminal deixa de suspender a ação penal, apesar do requerimento expresso da defesa do acusado. Contra o despacho denegatório da suspensão",a) caberá reclamação. | b) caberá agravo de instrumento. | c) caberá apelação. | d) não caberá recurso. | e) caberá recurso especial.,d,2017
"Nos termos preconizados pelas Leis n 9.099/1995 e n 10.259/2001, que regulam os Juizados Especiais Criminais, considere:
I. A homologação da transação penal prevista no artigo 76 da Lei n 9.099/1995 não faz coisa julgada material e, descumpridas
suas cláusulas, retoma-se a situação anterior, possibilitando-se ao Ministério Público a continuidade da persecução
penal mediante oferecimento de denúncia ou requisição de inquérito policial.
II. O Ministério Público poderá oferecer proposta de transação penal a Ricardo, primário e de bons antecedentes, acusado
de cometer crime eleitoral previsto no artigo 39, da Lei no9.507/1997, ao ser surpreendido realizando propaganda de
boca de urna no último pleito, crime este punível com detenção de 6 meses a 1 ano e multa.
III. O Ministério Público não poderá oferecer proposta de transação penal a Rodolfo, primário e de bons antecedentes, e
acusado de cometer crime de usurpação de função pública, previsto no artigo 328, do Código Penal, que prevê pena de
detenção de 3 meses a 2 anos e multa.
Está correto o que consta APENAS em",a) II e III. | b) II. | c) I e III. | d) I e II. | e) I.,d,2017
"Xisto, policial militar rodoviário no exercício da função, resolve em um único dia de trabalho praticar três crimes de corrupção
passiva, utilizando para tanto o mesmo modus operandi, solicitando dinheiro de condutores de veículos para não fazer a
autuação administrativa pelo excesso de velocidade. O primeiro crime é praticado às 09h na cidade de Guarulhos. O segundo é
praticado às 12h na cidade de Mogi das Cruzes. E o terceiro é praticado às 14h na cidade de Jacareí, onde Xisto é preso em
flagrante por policiais civis, prisão esta analisada e mantida pelo Magistrado competente daquela comarca. Xisto é denunciado
pelo Ministério Público da comarca de Jacareí pelos três crimes de corrupção passiva. Sobre o caso hipotético apresentado e à
luz do Código de Processo Penal, a competência da comarca de Jacareí foi determinada",a) por conexão. | b) por continência. | c) por prevenção. | d) pela prerrogativa de função. | e) pelo lugar da infração.,c,2017
"Sobre as nulidades, à luz do Código de Processo Penal, é INCORRETO afirmar que","a) a nulidade de citação estará sanada se o acusado comparecer em juízo, antes de o ato consumar-se, ainda que declare que o faz para o único fim de argui-la. | b) as omissões da denúncia poderão ser supridas a todo tempo antes da sentença final. | c) nenhuma das partes poderá arguir nulidade referente a formalidade cuja observância só à parte contrária interesse. | d) a nulidade decorrente de omissão de formalidade que constitua elemento essencial do ato é considerada absoluta e não poderá ser sanada. | e) a incompetência do juízo anula somente os atos decisórios, devendo o processo, quando for declarada a nulidade, ser remetido ao juiz competente.",d,2017
"Para o desenvolvimento da ação penal é necessária a participação de três sujeitos principais: autor, acusado e juiz. Contudo, existem ainda os sujeitos acessórios, que, embora prescindíveis para a existência do processo, poderão, eventualmente, nele intervir, como por exemplo, o assistente de acusação, os auxiliares da justiça, dentre outros. Levando-se em conta o que dispõe o Código de Processo Penal sobre o tema, é correto afirmar:","a) Nenhum acusado será processado ou julgado sem defensor, exceto quando foragido. | b) O impedimento ou suspeição decorrente de parentesco por afinidade cessará pela dissolução do casamento que Ihe tiver dado causa, salvo sobrevindo descendentes; mas, ainda que dissolvido o casamento sem descendentes, não funcionará como juiz o sogro, o padrasto, o cunhado, o genro ou enteado de quem for parte no processo. | c) É possível intervir como assistente do Ministério Público o corréu que figurar no mesmo processo. | d) Do despacho que admitir, ou não, o assistente do Ministério Público, caberá recurso em sentido estrito. | e) A condução coercitiva é cabível apenas às testemunhas, não havendo qualquer previsão legal para que tal medida se aplique ao acusado que não atender à intimação para o interrogatório.",b,2017
"Considere os Casos 1 e 2 abaixo.Caso 1: Iniciada a prática de homicídio em Florianópolis, a morte da vítima ocorreu em Itajaí e a prisão do acusado em Blumenau.Caso 2: Delito de menor potencial ofensivo foi praticado em Itajaí e se consumou no Balneário de Camboriú, não sendo possível a transação penal.É competente para julgar as ações penais,","a) o Tribunal do Júri da Comarca de Itajaí (Caso 1)  e o juiz singular, segundo a organização judiciária da Comarca do Balneário de Camboriú (Caso 2) . | b) em ambos os casos, segundo a regra de distribuição, o juiz criminal da Comarca de Itajaí. | c) o Tribunal do Júri da Comarca de Florianópolis (Caso 1)  e o juiz singular, segundo a organização judiciária da Comarca de Itajaí (Caso 2) . | d) o Tribunal do Júri (Caso 1)  e o juiz singular (Caso 2) , segundo a organização judiciária da Comarca de Itajaí. | e) em ambos os casos, segundo a regra de prevenção, o juiz criminal da Comarca de Itajaí.",d,2017
"Sobre os recursos em processo penal, de acordo com entendimento sumulado, é correto afirmar:","a) É nulo o julgamento da apelação se, após a manifestação nos autos da renúncia do único defensor, o réu não foi previamente intimado para constituir outro. | b) A renúncia do réu ao direito de apelação, manifestada sem a assistência do defensor, impede o conhecimento da apelação por este interposta. | c) Fica prejudicada a apelação entregue em cartório no prazo legal, embora despachada tardiamente. | d) O conhecimento de recurso de apelação do réu depende de sua prisão. | e) Sentença de primeira instância concessiva de habeas corpus, em caso de crime praticado em detrimento de bens, serviços ou interesses da União, não está sujeita a recurso ex officio.",a,2017
Incumbe à autoridade policial:,a) presidir a instrução processual penal. | b) realizar as diligências requisitadas pelo Ministério Público. | c) citar e intimar o réu e as testemunhas. | d) promover a ação penal pública. | e) decretar a prisão preventiva.,b,2017
"Em relação à competência e processamento dos crimes de falsidade documental, tipificados no Capítulo III, do Código Penal, e, ainda, considerando o que dispõem as Súmulas do Supremo Tribunal Federal e Superior Tribunal de Justiça acerca do tema, é correto afirmar que:","a) É possível a suspensão condicional do processo, prevista na Lei nº 9.099/1995 (Juizado Especial Criminal) , para o crime de falsidade ideológica, ainda, que o agente seja funcionário público e cometa o crime prevalecendo-se do cargo. | b) Compete à Justiça Federal o processo e julgamento dos crimes de falsificação e uso de documento falso relativo a estabelecimento particular de ensino. | c) A competência para processar e julgar o crime de uso de documento falso é firmada em razão da entidade ou órgão ao qual foi apresentado o documento público, não importando a qualificação do órgão expedidor. | d) Compete à Justiça Estadual comum processar e julgar civil denunciado pelos crimes de falsificação e de uso de documento falso quando se tratar de falsificação da Caderneta de Inscrição e Registro − CIR ou de Carteira de Habilitação de Amador − CHA, ainda que expedidas pela Marinha do Brasil. | e) Compete à Justiça Federal processar e julgar o crime de falsa anotação na Carteira de Trabalho e Previdência Social, atribuído à empresa privada.",c,2017
"Sobre a prisão em flagrante, é correto afirmar que","a) é ato exclusivo da autoridade policial nos casos de perseguição logo após a prática do delito. | b) deve o delegado de polícia representar pela prisão preventiva, quando o agente é encontrado, logo depois, com instrumentos ou papéis que façam presumir ser ele autor da infração, dada a impossibilidade de prisão em flagrante. | c) é vedada pelo Código de Processo Penal, em caso de crime permanente, diante da possibilidade de prisão temporária. | d) a falta de testemunhas do crime impede a lavratura do auto de prisão em flagrante, devendo a autoridade policial instaurar inquérito policial para apuração do fato. | e) o auto de prisão em flagrante será encaminhado ao juiz em até 24 horas após a realização da prisão, e, caso não seja indicado o nome de seu advogado pela pessoa presa, cópia integral para a Defensoria Pública.",e,2017
"Sobre o recurso de apelação à luz do Código de Processo Penal,","a) a apelação de sentença condenatória, em regra, não terá efeito suspensivo. | b) é vedado ao apelante arrazoar o recurso de apelação na superior instância. | c) havendo assistente de acusação este arrazoará o recurso de apelação, no prazo de cinco dias após o Ministério Público. | d) quando cabível a apelação, se a parte pretender recorrer somente de parte da decisão, poderá usar o recurso em sentido estrito. | e) a renúncia do réu ao direito de apelação, manifestada sem a assistência do defensor, não impede o conhecimento da apelação por este interposta.",e,2017
A prisão domiciliar no processo penal,"a) deve ser cumprida em Casa de Albergado ou, em sua falta, em outro estabelecimento prisional similar. | b) pode ser concedida à mulher grávida, desde que comprovada a situação de risco da gestação. | c) é medida cautelar diversa da prisão que pode beneficiar mulheres de qualquer idade, mas o homem apenas se for idoso. | d) pode ser concedida à mulher que tenha filho de até 16 anos de idade incompletos. | e) é cabível em caso de pessoa presa que esteja extremamente debilitada em razão de doença grave.",e,2017
É INCORRETO afirmar que,"a) as medidas cautelares somente poderão ser aplicadas isoladamente, para evitar bis in idem. | b) constitui medida cautelar diversa da prisão o recolhimento domiciliar no período noturno e nos dias de folga quando o investigado ou acusado tenha residência e trabalho fixos. | c) o juiz poderá decretar, no curso do inquérito policial, a proibição de o indiciado manter contato com a vítima quando, por circunstâncias relacionadas ao fato, o indiciado deva permanecer distante dela. | d) revogada a medida cautelar antes decretada, o juiz pode voltar a decretá-la, se sobrevierem razões que a justifiquem. | e) se não houver urgência nem perigo de ineficácia da medida cautelar, o juiz, ao receber o pedido de decretação da medida, determinará a intimação da parte contrária, acompanhada de cópia do requerimento e das peças necessárias, permanecendo os autos em juízo.",a,2017
"Adriana foi condenada por furto qualificado, em regime inicial aberto, substituída por duas restritivas de direitos, consistentes em prestação pecuniária e prestação de serviços à comunidade, além de multa.Neste caso, a respeito do direito ao indulto com base no Decreto n° 8.615/2015,","a) o direito de indulto de Adriana não se estende à multa criminal. | b) há vedação expressa quanto ao indulto aos sentenciados que cumprem penas substitutivas. | c) é incabível o indulto caso a condenação de Adriana tenha transitado em julgado apenas para o Ministério Público. | d) o direito de indulto de Adriana fica condicionado ao pagamento da multa criminal. | e) Adriana terá direito a indulto caso tenha ficado determinado tempo em prisão provisória, até 25/12/2015, decorrente da ação penal que originou a condenação.",e,2017
"Sobre o procedimento relativo aos processos por crimes definidos na Lei Antidrogas, Lei nº 11.343/2006, é correto afirmar:","a) Consoante aos recentes julgados do Supremo Tribunal Federal, não gera nulidade o fato do interrogatório do acusado ser realizado no início da instrução criminal, em momento anterior à oitiva das testemunhas, em conformidade com o estabelecido no art. 57 da Lei nº 11.343/2006. | b) Oferecida a denúncia, o juiz ordenará a notificação do acusado para oferecer defesa prévia, por escrito, no prazo de quinze dias, contando-se o prazo em dobro para a Defensoria Pública. | c) O perito que subscrever o laudo de constatação da natureza e quantidade da droga, ficará impedido de participar da elaboração do laudo definitivo. | d) O inquérito policial será concluído no prazo de quarenta e cinco dias, se o indiciado estiver preso, e de noventa dias, quando solto, com a possibilidade de serem duplicados pelo juiz, ouvido o Ministério Público, mediante pedido justificado da autoridade de polícia judiciária. | e) Na resposta, consistente em defesa preliminar e exceções, o acusado poderá arguir preliminares e invocar todas as razões de defesa, oferecer documentos e justificações, especificar as provas que pretende produzir e, até o número de oito, arrolar testemunhas.",a,2017
