Perguntas,Alternativas,Resposta,Ano
"Instaurou-se processo administrativo disciplinar para apurar suposta prática de ato ímprobo por servidor de determinado tribunal de contas. Encerrada a fase de instrução e de defesa do servidor, foi apresentado relatório da comissão processante propondo que lhe fosse aplicada suspensão de sessenta dias. Posteriormente, a autoridade julgadora, em decisão motivada, lavrou decisão impondo ao servidor pena de demissão, por entender ter sido comprovada a prática de ato de improbidade.Nessa situação hipotética,I - a autoridade julgadora não poderia ter agravado a pena indicada no relatório da comissão processante.II - a pena de demissão não poderia ter sido aplicada ao servidor, diante da ausência de decisão judicial condenatória em ação de improbidade.III - a autoridade estava vinculada quanto à aplicação da pena de demissão.IV - cabem pedido de reconsideração e recurso hierárquico em relação à decisão.Estão certos apenas os itens","a) I e II. | b) I e III. | c) III e IV. | d) I, II e IV. | e) II, III e IV.",c,2018
"No que concerne ao controle administrativo, o meio utilizado para denunciar irregularidades feitas na própria administração é denominado",a) pedido de reconsideração. | b) representação. | c) recurso administrativo. | d) revisão. | e) reclamação administrativa.,b,2018
"Para licitar uma obra pública, a licitante deverá comprovar sua aptidão para desempenho de atividade pertinente e compatível em características, quantidades e prazos com o objeto da licitação, mediante apresentação de atestados","a) emitidos por pessoa física ou jurídica, de obras similares ao da obra a ser executada. | b) de obras de complexidade tecnológica e operacional superior ao da obra a ser executada. | c) de obras executadas nos últimos vinte anos. | d) limitados às parcelas de maior relevância técnica e de valor significativo. | e) de obras executadas na região da licitação.",d,2018
"A respeito dos poderes administrativos, da contratação com a administração pública e do processo administrativo — Lei n.º 9.784/1999 —, julgue o item seguintes.
A contratação de prestação de serviços de manutenção predial está dentro da esfera do poder discricionário da administração.",Errado | Certo,c,2018
"A respeito do direito administrativo, dos atos administrativos e dos agentes públicos e seu regime, julgue o item a seguir.
No direito brasileiro, constitui objeto do direito administrativo a responsabilidade civil das pessoas jurídicas que causam danos à administração.",Errado | Certo,c,2018
"A respeito dos princípios da administração pública, de noções de organização administrativa e da administração direta e indireta, julgue o item que se segue.A descentralização administrativa consiste na distribuição interna de competências agrupadas em unidades individualizadas.",Errado | Certo,e,2018
"Acerca do direito administrativo, dos atos administrativos e dos agentes públicos, julgue o item a seguir.Os empregados das empresas públicas submetem-se ao regime celetista e, por isso, estão fora do rol de agentes públicos.",Errado | Certo,e,2018
"Com relação à organização da administração pública e a licitações e contratos administrativos, julgue o item que se segue.
Como regra geral, é permitida a contratação pública por prazo indeterminado, o que viabiliza melhor negociação do preço final do serviço ou do bem contratado.",Errado | Certo,e,2018
"Com relação à organização da administração pública e a licitações e contratos administrativos, julgue o item que se segue.A descentralização administrativa, um dos princípios que regem a administração pública, pressupõe a criação de entidades com personalidade jurídica própria para o exercício de funções tipicamente estatais.",Errado | Certo,c,2018
"Julgue o item a seguir, relativos aos poderes da administração pública.O poder hierárquico impõe o dever de obediência às ordens proferidas pelos superiores hierárquicos, ainda que manifestamente ilegais, sob pena de punição disciplinar.",Errado | Certo,e,2018
"Julgue o item a seguir, relativos aos poderes da administração pública.As atividades da polícia judiciária não se confundem, necessariamente, com o exercício do poder de polícia administrativo.",Errado | Certo,c,2018
"Tendo como referência a jurisprudência dos tribunais superiores a respeito da organização administrativa e dos agentes públicos, julgue o item a seguir.O fato de a advocacia pública, no âmbito judicial, defender ocupante de cargo comissionado pela prática de ato no exercício de suas atribuições amolda-se à teoria da representação.",Errado | Certo,e,2018
"Em relação aos princípios aplicáveis à administração pública, julgue o próximo item.Em decorrência do princípio da segurança jurídica, é proibido que nova interpretação de norma administrativa tenha efeitos retroativos, exceto quando isso se der para atender o interesse público.",Errado | Certo,e,2018
"Julgue o item a seguir, relativo aos atos administrativos.No caso de vício de competência, cabe a revogação do ato administrativo, desde que sejam respeitados eventuais direitos adquiridos de terceiros e não tenha transcorrido o prazo de cinco anos da prática do ato.",Errado | Certo,e,2018
"Considerando a legislação pertinente a licitação e contratos administrativos, julgue o item subsequente.De acordo com a Lei n.º 8.666/1993, o contrato administrativo deve ser escrito, sendo nulo e de nenhum efeito o contrato verbal celebrado com a administração pública.",Errado | Certo,e,2018
"Com base no disposto na Lei n.º 8.112/1990, julgue o item seguinte.Será cassada a aposentadoria voluntária do servidor inativo que for condenado pela prática de ato de improbidade administrativa à época em que ainda estava na atividade.",Errado | Certo,c,2018
"No tocante ao controle da administração pública, julgue o item seguinte.
O mandado de segurança e o habeas data são remédios constitucionais utilizados para a realização do controle judicial da administração pública, controle esse que pode ocorrer por provocação ou de ofício.",Errado | Certo,e,2018
"Acerca dos princípios e dos poderes da administração pública, da organização administrativa, dos atos e do controle administrativo, julgue o item a seguir, considerando a legislação, a doutrina e a jurisprudência dos tribunais superiores.
Situação hipotética: O prefeito de determinado município promoveu campanha publicitária para combate ao mosquito da dengue. Nos panfletos, constava sua imagem, além do símbolo da sua campanha eleitoral. Assertiva: No caso, não há ofensa ao princípio da impessoalidade.",Errado | Certo,e,2018
"Acerca dos poderes da administração pública e da responsabilidade civil do Estado, julgue o item a seguir.O poder disciplinar, decorrente da hierarquia, tem sua discricionariedade limitada, tendo em vista que a administração pública se vincula ao dever de punir.",Errado | Certo,c,2018
"No que diz respeito a agentes públicos, licitações e contratos administrativos, improbidade administrativa e desapropriação, julgue o item a seguir.
Situação hipotética: Um secretário estadual contratou, sem licitação e com preço muito inferior ao praticado no mercado, a empresa de seu irmão para a manutenção de computadores alocados em um departamento da secretaria. Assertiva: Nesse caso, para ser configurado o ato de improbidade, não é necessária a existência de lesão ao patrimônio público.",Errado | Certo,c,2018
"Por ter permitido a alienação de um imóvel integrante do patrimônio de uma autarquia pública estadual por preço inferior ao de mercado, determinado agente público causou lesão ao erário.
Durante o processo, provou-se que o agente agiu de forma imprudente, bem como constatou-se o nexo causal entre a conduta e o dano. Porém, não houve comprovação de enriquecimento pessoal do agente, nem indício de má-fé.
Nessa situação hipotética, segundo a Lei n.º 8.429/1992 — Lei de Improbidade Administrativa —, o ressarcimento do dano","a) só seria devido se a conduta tivesse sido omissiva, caso em que teria de ser comprovado o dolo ou a culpa do agente público. | b) será devido tão só em razão de a conduta ter sido comissiva, pouco importando, nesse caso, a comprovação de ter havido dolo ou culpa. | c) só seria exigível caso a conduta em questão se tivesse dado de forma omissiva, já que não houve dolo. | d) não poderá ser cobrado do agente público, independentemente de a conduta ser omissiva ou comissiva, uma vez que não houve a comprovação de dolo. | e) será devido independentemente de a conduta ser omissiva ou comissiva, sendo suficiente para tal a comprovação da culpa do agente público.",e,2018
"Em determinado estado da Federação, a assembleia legislativa, por meio de decreto legislativo, sustou ato expedido pelo governo local, que regulamentava lei estadual para autorizar o Poder Executivo a instituir tratamento excepcional, mediante concessão de remissão e anistia, cumuladas ou não com parcelamento, para a liquidação de créditos tributários referentes ao ICMS. A assembleia legislativa entendeu que o ato administrativo excedia o poder da administração pública de regulamentar a lei estadual.
Nessa situação hipotética, a assembleia legislativa exerceu","a) sua função legiferante, para substituir o ato do Poder Executivo. | b) o poder de fiscalização, para derrogar o ato do Poder Executivo. | c) o poder convocatório, para revogar o ato do Poder Executivo. | d) o controle político, para paralisar o ato do Poder Executivo. | e) o controle financeiro, para anular o ato do Poder Executivo.",d,2018
"Na contratação de obras e serviços por empresas públicas e sociedades de economia mista, segundo a Lei n.º 13.303/2016, entende-se como empreitada por","a) preço global aquela que envolve todos os elementos de contornos necessários e fundamentais à elaboração do projeto básico, na qual o preço é incerto. | b) preço unitário aquela destinada a pequenos trabalhos por preço certo e global, com fornecimento de material. | c) preço unitário aquela contratação por preço certo de unidades determinadas. | d) preço global aquela que envolve o desenvolvimento do projeto executivo para a entrega final do objeto, sem prévia estipulação do preço total. | e) preço global aquela que envolve empreendimento em sua integralidade, por preço certo de unidades determinadas, com todas as etapas de obras sob inteira responsabilidade da contratada.",c,2018
"Em geral, os atos administrativos são dotados, entre outros, dos atributos de","a) consensualidade, discricionariedade e disponibilidade. | b) discricionariedade, imperatividade e autoexecutoriedade. | c) presunção de legitimidade, imperatividade e autoexecutoriedade. | d) disponibilidade, presunção de legitimidade e imperatividade. | e) consensualidade, autoexecutoriedade e a presunção de legitimidade.",c,2018
"Nas licitações públicas, de acordo com o princípio do julgamento objetivo,","a) a administração poderá cobrar do licitante qualquer qualificação, ainda que não inserida no edital, desde que a exigência tenha nexo relacional com o objeto da contratação. | b) o julgamento do certame deve realizar-se segundo razões de conveniência e oportunidade do gestor. | c) comprovado o melhor interesse da administração, os critérios de julgamento poderão incluir fatores subjetivos. | d) concluído o procedimento, a administração estará impedida de atribuir o objeto da licitação a outrem que não o licitante vencedor. | e) o julgamento do certame deve nortear-se pelo critério previamente fixado no instrumento convocatório, observadas todas as normas a seu respeito.",e,2018
"Para a execução de uma obra de melhoria de mobilidade urbana, a administração pública decidiu adotar o regime diferenciado de contratação (RDC). Por ser uma obra que possibilita o uso de inovação tecnológica e a adoção de diferentes metodologias, o órgão responsável pela licitação optou pelo regime da contratação integrada. Contudo, durante a licitação, alguns participantes impugnaram o edital porque nele não constavam o projeto básico aprovado e o orçamento detalhado da obra

A respeito dessa situação hipotética, julgue os itens seguintes.
Em razão do regime adotado para a contratação, as impugnações ao edital apresentadas pelos licitantes com fundamento na inexistência de projeto básico aprovado pela autoridade competente não devem ser acatadas.",Errado | Certo,c,2018
"Com relação aos princípios aplicáveis à administração pública e ao enriquecimento ilícito por agente público, julgue os itens a seguir. A pretensão estatal de ressarcimento do erário em face de agente que tenha enriquecido ilicitamente no exercício de suas funções prescreverá em cinco anos.",Errado | Certo,e,2018
"Com relação ao controle no âmbito da administração pública, julgue os itens seguintes.O controle administrativo deriva do poder-dever de autotutela que a administração pública tem sobre seus próprios atos e agentes.",Errado | Certo,c,2018
"No que se refere a tipos e formas de controle, julgue os itens a seguir.O julgamento das contas prestadas anualmente pelo presidente da República compete à Câmara dos Deputados, com o auxílio do controle interno.",Errado | Certo,e,2018
"Acerca de licitação e contratos administrativos, julgue os itens que se seguem.É permitida a contratação direta pela administração pública, em razão da inexigibilidade de licitação, de profissional de qualquer setor artístico, diretamente ou por meio de empresário exclusivo, desde que consagrado pela crítica especializada ou pela opinião pública.",Errado | Certo,c,2018
"Acerca da organização da administração direta e indireta, centralizada e descentralizada, julgue os itens a seguir.Define-se desconcentração como o fenômeno administrativo que consiste na distribuição de competências de determinada pessoa jurídica da administração direta para outra pessoa jurídica, seja ela pública ou privada.",Errado | Certo,e,2018
"Em relação ao poder de polícia, julgue os itens a seguir.I O poder de polícia não tem relação com o direito do consumidor. II O poder de polícia será sempre exercido em caráter vinculado, nos estritos termos da lei que autoriza o seu exercício. III A polícia judiciária é privativa de corporações especializadas — polícias civis e militares —, enquanto a polícia administrativa se distribui entre diversos órgãos da administração.Assinale a opção correta.",a) Apenas o item I está certo. | b) Apenas o item II está certo. | c) Apenas o item III está certo. | d) Apenas os itens I e II estão certos. | e) Apenas os itens II e III estão certos.,c,2018
Caracteriza-se como unilateral e vinculado o ato da administração denominado,a) permissão. | b) aprovação. | c) parecer. | d) autorização. | e) licença.,e,2018
"De acordo com a Lei de Improbidade — Lei n.º 8.429/1992 —, o servidor público que comprovadamente tiver causado lesão ao patrimônio público estará sujeito",a) a detenção de cinco a oito anos. | b) à perda dos bens ou valores acrescidos ilicitamente ao patrimônio. | c) ao ressarcimento correspondente ao dobro do valor integral do dano. | d) ao pagamento de multa civil em valor igual ao do acréscimo patrimonial. | e) a suspensão dos direitos políticos por dez anos.,b,2018
"Julgue os itens a seguir, relativos ao regime jurídico dos servidores públicos civis da União, às carreiras dos servidores do Poder Judiciário da União e à responsabilidade civil do Estado.No caso de acumulação ilegal de cargos públicos, o servidor será notificado para apresentar opção e, se ele permanecer omisso, será instaurado procedimento administrativo disciplinar sumário conduzido por comissão composta por dois servidores estáveis.",Errado | Certo,c,2018
"Acerca do acesso à informação, dos servidores públicos e do processo administrativo no âmbito federal, julgue o item que se segue.Caso edite ato administrativo que remova, de ofício, um servidor público federal e, posteriormente, pretenda revogar esse ato administrativo, a autoridade pública deverá explicitar os motivos de sua segunda decisão, com a indicação dos fatos e dos fundamentos jurídicos.",Errado | Certo,c,2018
"Considerando a doutrina majoritária, julgue o próximo item, referentes aos poderes administrativos, à organização administrativa federal e aos princípios básicos da administração pública.Quando criadas como autarquias de regime especial, as agências reguladoras integram a administração direta.",Errado | Certo,e,2018
"Acerca das regras aplicáveis aos servidores públicos do Poder Judiciário, e considerando o que dispõe a Lei n.º 8.112/1990 e a Lei n.º 11.416/2006, julgue o item a seguir.As funções comissionadas de natureza gerencial dos órgãos do Poder Judiciário da União são destinadas exclusivamente a servidores efetivos com formação superior.",Errado | Certo,e,2018
O controle da administração pública pelos tribunais de contas,"a) compreende, para fins de registro, a apreciação da legalidade dos atos de admissão de pessoal, a qualquer título, salvo os de nomeações para os cargos em comissão, bem como os atos de concessões de aposentadorias, reformas e pensões. | b) alcança os órgãos integrantes da administração direta, exceto aqueles que executem atividades meio do Poder Legislativo e do Judiciário. | c) abrange o julgamento anual das contas prestadas pelo presidente da República e a apreciação dos relatórios sobre a execução dos planos de governo. | d) envolve a aplicação de sanções em casos de ilegalidades ou irregularidades de contas, à exceção das multas, que devem ser aplicadas pelo Judiciário. | e) compreende a legalidade dos atos de que resultem a previsão da receita e a fixação da despesa.",a,2018
O controle destinado a investigar a atividade administrativa bem como o resultado alcançado pelo ato praticado de acordo com a conveniência e oportunidade da administração é denominado controle,a) administrativo. | b) legislativo. | c) de legalidade. | d) de mérito. | e) interno.,d,2018
"João, servidor público ocupante exclusivamente de cargo em comissão, foi exonerado ad nutum pela administração pública sob a justificativa de falta de verba, motivo que constou expressamente do ato administrativo que determinou sua exoneração. Logo em seguida, João descobriu que o mesmo órgão havia contratado outro servidor para substituí-lo, tendo-o investido na mesma vaga por ele ocupada.Nessa situação, João","a) não poderá reclamar o seu retorno, tendo em vista que os cargos em comissão são de livre nomeação e exoneração. | b) poderá reclamar o seu retorno, independentemente do motivo apresentado pela administração pública para a exoneração. | c) não poderá reclamar o seu retorno, pois os motivos invocados no ato exoneratório não se comunicam com a nova investidura do servidor, ainda que para o mesmo cargo. | d) poderá reclamar o seu retorno em razão da teoria dos motivos determinantes se comprovar a não ocorrência da situação declarada. | e) não poderá reclamar seu retorno, pois a teoria dos motivos determinantes somente poderia ser aplicada nos casos de servidores públicos estáveis.",d,2018
"Considere que a administração pública deseje desfazer ato administrativo porque determinado destinatário descumpriu condições obrigatórias para que continuasse a desfrutar de determinada situação jurídica. Nessa situação, a administração deverá adotar a seguinte modalidade de desfazimento do ato:",a) invalidação. | b) revogação. | c) cassação. | d) convalidação. | e) ratificação.,c,2018
"No fragmento de texto precedente, define-se direito administrativo conforme",a) a escola do serviço público. | b) o critério do Poder Executivo. | c) o critério negativo ou residual. | d) o critério teleológico. | e) o critério da administração pública.,d,2018
"Caso, por motivos devidamente registrados no processo, o contrato de uma obra pública tenha sido rescindido amigavelmente, sem culpa da contratada, de acordo com a Lei n.º 8.666/1993, a contratada terá direito a","a) devolução da garantia e pagamento de serviços realizados, mas arcará com os custos dos insumos adquiridos e não aplicados. | b) pagamento de serviços realizados, custos de desmobilização e demais custos comprovados, mas haverá retenção da garantia dada para cobrir os custos de rescisão. | c) devolução da garantia, pagamento de serviços realizados, custos de desmobilização e os demais custos comprovados. | d) pagamento de serviços realizados, mas a contratada deve arcar com todos os demais custos da obra. | e) devolução da garantia, pagamento de serviços realizados, custos de desmobilização e demais gastos comprovados, além da multa pela rescisão contratual.",c,2018
"A permissão, uma das formas de delegação do serviço público, ocorre quando o Estado transfere","a) tanto a titularidade quanto a prestação do serviço ao particular mediante a formalização de vínculo de natureza precária. | b) apenas a prestação de serviços públicos ao particular mediante a formalização de vínculo de natureza precária. | c) apenas a prestação de serviços públicos, desde que a pessoa jurídica ou consórcio de empresas mediante a formalização de vínculo de natureza precária. | d) tanto a titularidade quanto a prestação do serviço, desde que a pessoa jurídica ou consórcio de empresas mediante a formalização de vínculo de natureza precária. | e) apenas a prestação de serviços públicos, desde que a pessoa física mediante a formalização de vínculo de natureza precária.",b,2018
"Julgue o item a seguir, relativos ao regime jurídico dos servidores públicos civis da União, às carreiras dos servidores do Poder Judiciário da União e à responsabilidade civil do Estado.Caso seja cedido para exercício de função de confiança em determinado estado da Federação, o servidor de carreira dos quadros de pessoal do Poder Judiciário continuará recebendo adicional de qualificação em razão dos conhecimentos adquiridos em ações de treinamento e cursos.",Errado | Certo,e,2018
"Se um órgão da administração pública tiver de adquirir determinado item de material de consumo e pretender fazê-lo mediante licitação pelo SRP, a vigência máxima da ata de registro de preços a ser assinada com o licitante vencedor será de",a) um ano. | b) dois anos. | c) três anos. | d) quatro anos. | e) cinco anos.,a,2018
"A respeito do direito administrativo, dos atos administrativos e dos agentes públicos e seu regime, julgue o item a seguir.
Após ser empossado, o servidor que não entrar em exercício no prazo legal será exonerado.",Errado | Certo,c,2018
"A respeito dos poderes administrativos, de licitações e contratos e do processo administrativo, julgue o item subsequente.Por lei, permite-se que a contratação de serviços de limpeza ocorra mediante pregão, desde que atestado que os padrões de desempenho e qualidade desses serviços possam ser objetivamente definidos pelo edital, por meio de especificações usuais no mercado.",Errado | Certo,c,2018
"A respeito dos princípios da administração pública, de noções de organização administrativa e da administração direta e indireta, julgue o item que se segue.As autarquias são pessoas jurídicas criadas por lei e possuem liberdade administrativa, não sendo subordinadas a órgãos estatais.",Errado | Certo,c,2018
"Acerca do direito administrativo, dos atos administrativos e dos agentes públicos, julgue o item a seguir.Em que pese ocuparem cargos eletivos, as pessoas físicas que compõem o Poder Legislativo são consideradas agentes públicos.",Errado | Certo,c,2018
"Com relação à organização da administração pública e a licitações e contratos administrativos, julgue o item que se segue.
A legislação permite a contratação direta na hipótese de licitação deserta, se a repetição do processo licitatório for acarretar prejuízo para a administração pública.",Errado | Certo,c,2018
"Julgue o item a seguir, relativos aos poderes da administração pública.O desvio de poder ocorre quando o ato é realizado por agente público sem competência para a sua prática.",Errado | Certo,e,2018
"Julgue o item a seguir, relativos aos poderes da administração pública.A aplicação de uma multa por um agente de trânsito retrata um exemplo de aplicação do poder disciplinar da administração pública.",Errado | Certo,e,2018
"Tendo como referência a jurisprudência dos tribunais superiores a respeito da organização administrativa e dos agentes públicos, julgue o item a seguir.
Situação hipotética: Luiz, servidor público federal aposentado, desviou recurso público quando foi gestor de uma fundação de natureza privada de apoio a instituição federal de ensino superior. Assertiva: Nesse caso, de acordo com o Superior Tribunal de Justiça, será legal a instauração de procedimento disciplinar, assim como a punição de Luiz, nos moldes do regime jurídico dos servidores públicos da União.",Errado | Certo,c,2018
"Considerando a doutrina e a jurisprudência dos tribunais superiores no tocante aos princípios administrativos e a licitação, julgue o item que se segue.Após a efetivação do procedimento de registro de preços, o poder público ficará obrigado a contratar com o ofertante registrado.",Errado | Certo,e,2018
"No que se refere aos poderes administrativos, julgue o item que se segue.O abuso de poder pode ocorrer tanto na forma comissiva quanto na omissiva, uma vez que, em ambas as hipóteses, é possível afrontar a lei e causar lesão a direito individual do administrado.",Errado | Certo,c,2018
"Com base no disposto na Lei n.º 8.112/1990, julgue o item seguinte.O servidor em estágio probatório não poderá afastar-se para servir em organismo internacional de que o Brasil participe ou com o qual coopere, ainda que com a perda total da remuneração.",Errado | Certo,e,2018
"No que se refere aos poderes administrativos, julgue o item que se segue.A aplicação da penalidade de multa a empresa privada, no contexto de contrato administrativo celebrado por inexigibilidade de licitação, tem fundamento no poder disciplinar da administração pública.",Errado | Certo,e,2018
"Julgue o item a seguir, relativo à responsabilidade civil do Estado.A responsabilidade civil do Estado por atos comissivos abrange os danos morais e materiais.",Errado | Certo,c,2018
"Acerca dos princípios e dos poderes da administração pública, da organização administrativa, dos atos e do controle administrativo, julgue o item a seguir, considerando a legislação, a doutrina e a jurisprudência dos tribunais superiores.Cabe ao Poder Legislativo o poder-dever de controle financeiro das atividades do Poder Executivo, o que implica a competência daquele para apreciar o mérito do ato administrativo sob o aspecto da economicidade.",Errado | Certo,c,2018
"Julgue o item que se segue, a respeito dos atos da administração pública.Todos os fatos alegados pela administração pública são considerados verdadeiros, bem como todos os atos administrativos são considerados emitidos conforme a lei, em decorrência das presunções de veracidade e de legitimidade, respectivamente.",Errado | Certo,c,2018
"No que diz respeito a agentes públicos, licitações e contratos administrativos, improbidade administrativa e desapropriação, julgue o item a seguir.
Situação hipotética: Uma fazenda, atualmente sem utilização produtiva por ser impassível de qualquer espécie de exploração econômica, foi objeto de desapropriação para fins de reforma agrária. Assertiva: Nesse caso, conforme entendimento do STJ, são indevidos os juros compensatórios em razão da impossibilidade de exploração econômica.",Errado | Certo,e,2018
"No que se refere a tipos e formas de controle, julgue os itens a seguir.Quanto ao órgão que o exerce, o controle pode ser administrativo, legislativo ou judicial.",Errado | Certo,c,2018
"Com relação aos princípios aplicáveis à administração pública e ao enriquecimento ilícito por agente público, julgue os itens a seguir. Decorre do princípio de autotutela o poder da administração pública de rever os seus atos ilegais, independentemente de provocação.",Errado | Certo,c,2018
"No que se refere às características do poder de polícia e ao regime jurídico dos agentes administrativos, julgue os itens que se seguem.As multas de trânsito, como expressão do exercício do poder de polícia, são dotadas de autoexecutoriedade.",Errado | Certo,e,2018
"Para a execução de uma obra de melhoria de mobilidade urbana, a administração pública decidiu adotar o regime diferenciado de contratação (RDC). Por ser uma obra que possibilita o uso de inovação tecnológica e a adoção de diferentes metodologias, o órgão responsável pela licitação optou pelo regime da contratação integrada. Contudo, durante a licitação, alguns participantes impugnaram o edital porque nele não constavam o projeto básico aprovado e o orçamento detalhado da obra

A respeito dessa situação hipotética, julgue os itens seguintes.
A adoção do RDC afasta as normas contidas na Lei n.º 8.666/1993, exceto em situações expressamente previstas nessa lei.",Errado | Certo,c,2018
"Para a execução de uma obra de melhoria de mobilidade urbana, a administração pública decidiu adotar o regime diferenciado de contratação (RDC). Por ser uma obra que possibilita o uso de inovação tecnológica e a adoção de diferentes metodologias, o órgão responsável pela licitação optou pelo regime da contratação integrada. Contudo, durante a licitação, alguns participantes impugnaram o edital porque nele não constavam o projeto básico aprovado e o orçamento detalhado da obra


A respeito dessa situação hipotética, julgue os itens seguintes.
A falta de orçamento detalhado anexo ao edital, inclusive para contratação integrada, fere o princípio da legalidade.",Errado | Certo,e,2018
